Facility Id,State,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting_Year,2021 Total reported direct emissions,2020 Total reported direct emissions
1009469,OK,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,34224.246,27382.5,6826.25,15.496,,,,,,,,,,27403.096,,,,,,,,,,,,,,,,,,,,6821.15,,,,,,,,,,,,,,,,,N,N,N,2022,37767.702,39848.694
1009470,KS,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,33761.77,21159.1,12590.75,11.92,,,,,,,,,,21166.42,,,,,,,,,,,,,,,,,,,,12595.35,,,,,,,,,,,,,,,,,N,N,N,2022,34118.386,36128.018
1013959,KS,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,26267.372,7593.7,18669.5,4.172,,,,,,,,,,7579.872,,,,,,,,,,,,,,,,,,,,18687.5,,,,,,,,,,,,,,,,,N,N,N,2022,9664.028,26877.678
1013322,MO,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,10599.88,5127.4,5469.5,2.98,,,,,,,,,,5126.58,,,,,,,,,,,,,,,,,,,,5473.3,,,,,,,,,,,,,,,,,N,N,N,2022,7594.688,17144.818
1005063,CA,486210.0,"C,W-UNSTG",Petroleum and Natural Gas Systems,20166.332,18259.7,1896.5,10.132,,,,,,,,,,18272.232,,,,,,,,,,,,,,,,,,,,,1894.1,,,,,,,,,,,,,,,,N,N,N,2022,24117.816,24391.664
1009033,MS,486210.0,"C,W-UNSTG",Petroleum and Natural Gas Systems,19532.13,19189.7,332.0,10.43,,,,,,,,,,19208.58,,,,,,,,,,,,,,,,,,,,,323.55,,,,,,,,,,,,,,,,N,N,N,2022,17907.332,12177.458
1009838,MS,311615.0,"C,II","Other,Waste",43412.67,7954.2,35454.0,4.47,,,,,,,,,,7962.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35450.25,,,N,N,N,2022,39925.568,38023.466
1002234,OK,562212.0,"C,HH",Waste,92453.644,0.0,92452.75,0.894,,,,,,,,,271.7,1.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92452.25,,,,N,N,N,2022,117957.932,65071.432
1007666,KY,562212.0,HH,Waste,21821.75,0.0,21821.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21821.75,,,,N,N,N,2022,10903.25,11482.25
1013384,NM,311513.0,C,Other,36917.318,36859.5,23.25,34.568,,,,,,,,,3850.5,36917.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,40851.326,39204.264
1000863,OK,221112.0,"C,D",Power Plants,553078.448,552516.2,256.5,305.748,,,,,,,,,,565.048,552513.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,454088.964,324204.148
1007293,GA,221112.0,"C,D",Power Plants,43293.14,43249.3,20.0,23.84,,,,,,,,,,9.9,43283.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,34280.81,39486.852
1009864,IL,331523.0,"C,T",Metals,144241.424,6773.1,3.25,3.874,,,137461.2,,,,,,,6780.224,,,,,,,,,,,,,,,137461.2,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,172869.376,110874.968
1011742,NY,332111.0,C,Other,36283.664,36246.4,17.0,20.264,,,,,,,,,,36283.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,25309.904,16979.136
1000486,CO,221112.0,"C,D",Power Plants,195136.64,194931.4,92.0,113.24,,,,,,,,,,552.548,194584.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,149211.192,253845.706
1000561,ND,221112.0,"C,D",Power Plants,441411.726,438104.7,1210.0,2097.026,,,,,,,,,,1478.796,439932.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,362014.176,297782.766
1000586,OK,221112.0,"C,D",Power Plants,62540.968,62477.4,29.0,34.568,,,,,,,,,,6.2,62534.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,42945.84,44431.888
1007659,PA,221112.0,D,Power Plants,86949.378,86861.1,40.3,47.978,,,,,,,,,,,86949.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,76773.791,87947.499
1007360,PA,221112.0,D,Power Plants,1524962.373,1523413.8,706.425,842.148,,,,,,,,,,,1524962.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,1269724.869,1483480.202
1001196,AZ,221112.0,D,Power Plants,7497855.974,7439182.1,21457.25,37216.624,,,,,,,,,,,7497855.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,8499180.046,8025849.148
1013345,VA,221112.0,D,Power Plants,336846.352,336504.4,156.0,185.952,,,,,,,,,,,336846.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,323668.4,306905.612
1012885,MD,221112.0,"C,D",Power Plants,1452472.616,1450997.4,673.0,802.216,,,,,,,,,,1085.196,1451387.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,1452601.668,1443229.864
1007031,LA,325199.0,"C,X",Chemicals,2701673.688,2647854.7,45540.25,8278.738,,,,,,,,,,2226654.558,,,,,,,,,,,,,,,,,,,,,,,,475019.13,,,,,,,,,,,,,N,N,N,2022,2685455.998,2803151.6
1005629,MI,327310.0,"C,H",Minerals,1371765.022,1368359.8,1210.75,2194.472,,,,,,,,,,398.792,,,,,1371366.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,1426484.324,1445344.642
1000678,MI,221112.0,"C,D",Power Plants,1712478.774,1699431.4,4774.0,8273.374,,,,,,,,,,6700.326,1705778.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,3546722.0,1915685.558
1006116,MO,221112.0,"C,D",Power Plants,531269.88,530730.1,246.25,293.53,,,,,,,,,,3058.188,528211.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,356086.98,393235.892
1012942,IN,221112.0,"C,D",Power Plants,1856392.62,1854507.5,860.0,1025.12,,,,,,,,,,4040.484,1852352.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,1636652.584,1725840.704
1001282,PA,221112.0,"C,D",Power Plants,1135379.902,1130154.0,264.5,4961.402,,,,,,,,,,805.136,1134574.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,1139345.124,1145533.146
1002027,MN,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",800371.56,795576.7,2986.0,1808.86,,,,,,,,,,515393.018,,,,,,,,,,,69603.5,,,,,,,,,,,,,,215375.042,,,,,,,,,,,,N,N,N,2022,872087.604,869841.098
1013578,LA,221112.0,D,Power Plants,2129139.56,2126977.7,986.25,1175.61,,,,,,,,,,,2129139.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,1913977.608,2244456.984
1008054,PA,332111.0,C,Other,15176.892,15161.0,7.25,8.642,,,,,,,,,,15176.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,12969.452,12429.404
1007317,FL,221112.0,D,Power Plants,1228735.648,1227488.4,569.0,678.248,,,,,,,,,,,1228735.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,961695.688,851845.392
1013939,CA,221112.0,D,Power Plants,1340.996,1339.9,0.5,0.596,,,,,,,,,,,1340.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,2604.64,25613.056
1001111,MO,221112.0,D,Power Plants,934916.742,933959.3,434.75,522.692,,,,,,,,,,,934916.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,768415.702,1054022.29
1013740,NY,622110.0,C,Other,25735.266,25712.5,10.25,12.516,,,,,,,,,,25735.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,0.0,0.0
1003059,IN,331221.0,C,Metals,28939.192,28909.6,13.5,16.092,,,,,,,,,,28939.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,30779.484,28871.492
1004616,MS,331110.0,"C,Q",Metals,562862.636,562584.8,126.75,151.086,,,,,,,,,,269368.036,,,,,,,,,,,,293494.6,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,575208.928,537319.264
1014686,TX,331110.0,"C,Q",Metals,196188.372,196084.8,47.25,56.322,,,,,,,,,,65516.404,,,,,,,,,,,,130671.968,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,0.0,0.0
1013269,IN,332812.0,C,Other,33739.272,33704.2,16.0,19.072,,,,,,,,,,33739.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,34336.92,34308.12
1011916,MN,562212.0,"C,HH",Waste,44544.75,39.0,44505.75,0.0,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44505.75,,,,N,N,N,2022,52296.3,50948.7
1006573,NC,325211.0,C,Other,27297.548,27269.6,12.75,15.198,,,,,,,,,,27297.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,23851.06,24948.056
1007919,NY,221112.0,D,Power Plants,1772.444,1770.8,0.75,0.894,,,,,,,,,,,1772.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,7031.824,1958.192
1005730,OK,562212.0,HH,Waste,36998.0,0.0,36998.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36998.0,,,,N,N,N,2022,31122.25,58001.25
1001021,MA,221112.0,"C,D",Power Plants,64265.908,64122.5,47.75,95.658,,,,,,,,,,924.194,63341.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,30245.14,50911.976
1001948,AK,211120.0,"C,W-OFFSH",Petroleum and Natural Gas Systems,80725.934,70262.4,10409.0,54.534,,,,,,,,,,67348.494,,,,,,,,,,,,,,,,,,13377.44,,,,,,,,,,,,,,,,,,,N,N,N,2022,86254.114,96791.734
1004269,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,42034.072,34305.0,7710.0,19.072,,,,,,,,,,34138.172,,,,,,,,,,,,,,,,,,,7895.9,,,,,,,,,,,,,,,,,,N,N,N,2022,37548.88,44290.806
1004688,OK,486210.0,"C,W-PROC",Petroleum and Natural Gas Systems,41564.944,40087.2,1454.5,23.244,,,,,,,,,,40064.448,,,,,,,,,,,,,,,,,,,1500.496,,,,,,,,,,,,,,,,,,N,N,N,2022,49978.116,76483.936
1012740,ND,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,67585.616,64433.7,3124.5,27.416,,,,,,,,,,48226.068,,,,,,,,,,,,,,,,,,,19359.548,,,,,,,,,,,,,,,,,,N,N,N,2022,74320.604,64293.558
1004400,LA,211120.0,"C,W-PROC",Petroleum and Natural Gas Systems,161261.446,151695.0,9506.25,60.196,,,,,,,,,,105285.704,,,,,,,,,,,,,,,,,,,55975.742,,,,,,,,,,,,,,,,,,N,N,N,2022,157043.49,151302.198
1013867,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,180715.968,167985.5,12643.75,86.718,,,,,,,,,,80031.5,,,,,,,,,,,,,,,,,,,100684.468,,,,,,,,,,,,,,,,,,N,N,N,2022,204151.794,60070.558
1008132,ND,486210.0,"C,W-PROC",Petroleum and Natural Gas Systems,34781.984,33394.7,1370.0,17.284,,,,,,,,,,20230.724,,,,,,,,,,,,,,,,,,,14551.26,,,,,,,,,,,,,,,,,,N,N,N,2022,60773.41,23955.062
1013887,WY,213112.0,"C,W-PROC",Petroleum and Natural Gas Systems,85053.744,81188.4,3819.75,45.594,,,,,,,,,,79134.752,,,,,,,,,,,,,,,,,,,5918.992,,,,,,,,,,,,,,,,,,N,N,N,2022,97648.884,76667.112
1003346,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,44032.43133974561,39529.00867226022,4481.20092939475,22.22173809064062,,,,,,,,,,35740.3520158776,,,,,,,,,,,,,,,,,,,8292.079323868009,,,,,,,,,,,,,,,,,,N,N,N,2022,53761.80673378789,39604.88061278259
1002590,LA,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,48323.674,46497.7,1799.75,26.224,,,,,,,,,,46543.824,,,,,,,,,,,,,,,,,,,,1779.85,,,,,,,,,,,,,,,,,N,N,N,2022,68520.848,13788.354
1012923,IN,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,173850.95,172423.1,1331.0,96.85,,,,,,,,,,172600.8,,,,,,,,,,,,,,,,,,,,1250.15,,,,,,,,,,,,,,,,,N,N,N,2022,174831.946,143611.564
1003657,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,45190.594,28217.3,16957.5,15.794,,,,,,,,,,28226.744,,,,,,,,,,,,,,,,,,,,16963.85,,,,,,,,,,,,,,,,,N,N,N,2022,46112.714,50296.142
1002642,NE,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,6483.628,5972.6,507.75,3.278,,,,,,,,,,5977.728,,,,,,,,,,,,,,,,,,,,505.9,,,,,,,,,,,,,,,,,N,N,N,2022,705.55,5202.732
1006440,NY,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,73707.33,71574.1,2093.0,40.23,,,,,,,,,,71645.58,,,,,,,,,,,,,,,,,,,,2061.75,,,,,,,,,,,,,,,,,N,N,N,2022,71430.09,64084.116
1001556,IA,221112.0,"C,D",Power Plants,12999.2,12974.3,10.0,14.9,,,,,,,,,,5859.984,7139.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,19264.288,5136.326
1003482,TX,327992.0,C,Minerals,76097.652,75534.1,206.25,357.302,,,,,,,,,,76097.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,87405.066,92167.788
1007619,TX,221112.0,"C,D",Power Plants,173884.078,173673.1,88.5,122.478,,,,,,,,,,23.7,173860.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,200828.054,132613.508
1010263,IL,212114.0,FF,Other,394629.5,0.0,394629.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394629.5,,,,,,N,N,N,2022,466389.0,663567.25
1014109,FL,311314.0,C,Other,26536.846,15739.2,4211.25,6586.396,,,,,,,,,560858.0,26536.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,49003.39,49015.42
1000799,IN,221112.0,"C,D",Power Plants,1335447.912,1334122.3,604.75,720.862,,,,,,,,,,3112.688,1332335.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,1118840.004,1282819.256
1006936,KS,325193.0,C,Other,61120.22,61057.2,28.75,34.27,,,,,,,,,,61120.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,46868.324,41787.592
1000222,MI,221112.0,"C,D",Power Plants,170484.22,170311.6,78.75,93.87,,,,,,,,,,206.9,170277.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,185429.964,237511.272
1011465,NV,221112.0,D,Power Plants,24277.26,24252.6,11.25,13.41,,,,,,,,,,,24277.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,51382.608,82538.996
1006159,OH,324199.0,"C,Q",Metals,418507.764,418498.4,4.0,5.364,,,,,,,,,,7525.664,,,,,,,,,,,,410982.1,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,398972.362,380387.438
1000237,AZ,221112.0,D,Power Plants,220692.832,220468.7,102.25,121.882,,,,,,,,,,,220692.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,206864.332,252848.264
1000102,CA,221112.0,D,Power Plants,1062068.664,1060990.2,492.0,586.464,,,,,,,,,,,1062068.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,1020349.668,1123424.336
1011726,OH,331513.0,"C,Q",Metals,24891.06,24866.4,11.25,13.41,,,,,,,,,,24091.56,,,,,,,,,,,,799.5,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,22326.768,16720.74
1003472,WI,324110.0,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",32039.658,31828.3,182.75,28.608,,,,,,,,,,31848.008,,,,,,,,,,,,,,,,,,,,,,,,,191.65,,,,,,,,,,,,N,N,N,2022,25147.196,25644.482
1001549,IA,221112.0,"C,D",Power Plants,1154407.576,1153236.5,534.25,636.826,,,,,,,,,,56437.844,1097969.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,835246.056,1094673.096
1013316,FL,321113.0,C,Other,18592.18,18573.0,8.75,10.43,,,,,,,,,,18592.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,17424.184,0.0
1001490,FL,221112.0,C,Power Plants,59244.472,59182.5,28.0,33.972,,,,,,,,,,59244.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,46442.6,44231.122
1000697,MS,221112.0,C,Power Plants,702.496,701.4,0.5,0.596,,,,,,,,,,702.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,2472.04,8782.068
1007888,GA,562212.0,HH,Waste,7914.5,0.0,7914.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7914.5,,,,N,N,N,2022,3818.5,7771.0
1000520,IA,221112.0,C,Power Plants,6090.432,6085.5,2.25,2.682,,,,,,,,,,6090.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,10892.812,3958.488
1004476,IN,562212.0,"C,HH",Waste,185200.148,154.6,185045.25,0.298,,,,,,,,,,154.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185045.25,,,,N,N,N,2022,184643.0,109811.6
1006262,SC,322120.0,"AA,C,TT","Pulp and Paper,Waste",256818.422,197873.2,54031.5,4913.722,,,,,,,,,1529308.8,132209.804,,,,,,,,,,,,,,,,,,,,,,,,,,,71890.368,,,,,,,,,52718.25,N,N,Y,2022,248539.07,283345.758
1006885,NY,322120.0,"AA,C,TT","Pulp and Paper,Waste",225313.078,176252.0,47649.75,1411.328,,,,,,,,,413202.4,153676.05,,,,,,,,,,,,,,,,,,,,,,,,,,,24412.028,,,,,,,,,47225.0,N,N,N,2022,212302.474,197817.424
1000298,MS,221112.0,D,Power Plants,128571.872,128440.9,59.75,71.222,,,,,,,,,,,128571.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,141688.124,117144.716
1004393,GA,325199.0,C,Chemicals,11683.344,11594.6,28.25,60.494,,,,,,,,,22708.3,11683.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,21819.102,23594.542
1003221,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,73237.412,71348.2,1853.75,35.462,,,,,,,,,,55267.792,,,,,,,,,,,,,,,,,,,17969.62,,,,,,,,,,,,,,,,,,N,N,N,2022,96725.674,76486.832
1013693,OK,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,60019.71,58775.9,1066.5,177.31,,,,,,,,,,58698.56,,,,,,,,,,,,,,,,,,,1321.15,,,,,,,,,,,,,,,,,,N,N,N,2022,54434.014,66459.172
1001670,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,21727.626,19134.6,2582.0,11.026,,,,,,,,,,19153.176,,,,,,,,,,,,,,,,,,,,2574.45,,,,,,,,,,,,,,,,,N,N,N,2022,19584.038,25507.214
1012975,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,68100.758,64683.7,3381.0,36.058,,,,,,,,,,64746.108,,,,,,,,,,,,,,,,,,,,3354.65,,,,,,,,,,,,,,,,,N,N,N,2022,57368.708,65807.716
1007064,FL,325199.0,C,Chemicals,24258.24,24165.9,31.25,61.09,,,,,,,,,19878.1,24258.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,19304.06,21217.814
1001963,PA,325211.0,C,Other,40206.348,40164.7,19.0,22.648,,,,,,,,,,40206.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,30827.184,30038.936
1000996,TX,221112.0,D,Power Plants,1139851.976,1138694.6,528.0,629.376,,,,,,,,,,,1139851.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,1222497.02,1286255.784
1007243,TX,221112.0,C,Power Plants,969252.24,968263.1,451.25,537.89,,,,,,,,,,969252.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,962809.764,515963.624
1006210,LA,221112.0,D,Power Plants,56229.092,56172.1,26.0,30.992,,,,,,,,,,,56229.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,14924.344,12657.752
1012081,MI,336330.0,T,Metals,61833.6,0.0,0.0,0.0,,,61833.6,,,,,,,,,,,,,,,,,,,,,,61833.6,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,53511.6,48746.4
1005619,WA,562212.0,"C,HH",Waste,7797.754,0.0,7776.0,21.754,,,,,,,,,6012.8,31.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7766.75,,,,N,N,N,2022,10377.75,11002.0
1002634,CA,562212.0,HH,Waste,52651.75,0.0,52651.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52651.75,,,,N,N,N,2022,30743.25,24753.0
1004985,LA,325199.0,C,Chemicals,54785.844,54729.4,25.75,30.694,,,,,,,,,,54785.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,48021.42,55420.592
1008023,FL,325199.0,C,Chemicals,38029.156,37989.7,18.0,21.456,,,,,,,,,,38029.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,35581.616,65085.904
1004673,LA,562111.0,HH,Waste,31419.75,0.0,31419.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31419.75,,,,N,N,N,2022,11561.0,7042.75
1007052,FL,327310.0,H,Minerals,1194036.01,1173249.0,19559.25,1227.76,,,,,,,,,53535.0,,,,,,1194036.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2022,1236704.19,1276583.57
1001675,IN,311221.0,C,Other,138027.708,137837.9,79.25,110.558,,,,,,,,,9212.0,138027.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,131184.33,127999.612
1003532,MA,562212.0,HH,Waste,2861.75,0.0,2861.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.75,,,,N,N,N,2022,4757.25,4215.35
1006204,IL,562212.0,"C,HH",Waste,4911.708,649.4,4226.25,36.058,,,,,,,,,9892.4,700.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.75,,,,N,N,N,2022,6799.592,5564.574
1003473,IL,332811.0,C,Other,23309.812,23285.7,11.0,13.112,,,,,,,,,,23309.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,21614.368,18777.18
1012374,TX,331314.0,C,Metals,74848.468,74771.2,35.25,42.018,,,,,,,,,,74848.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,47272.672,41854.392
1005711,AK,221112.0,C,Power Plants,47452.372,47403.6,22.25,26.522,,,,,,,,,,47452.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,49807.612,88035.968
1000523,PA,322120.0,C,Pulp and Paper,39454.852,39414.3,18.5,22.052,,,,,,,,,,39454.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,36338.664,35417.516
1004403,CA,562212.0,HH,Waste,5691.25,0.0,5691.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5691.25,,,,N,N,N,2022,4745.75,3984.0
1005368,CA,562212.0,HH,Waste,33504.75,0.0,33504.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33504.75,,,,N,N,N,2022,28806.0,24447.75
1003639,TX,562212.0,HH,Waste,116815.5,0.0,116815.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116815.5,,,,N,N,N,2022,111909.0,105199.25
1005851,PA,611310.0,C,Other,35109.42,35073.8,16.25,19.37,,,,,,,,,,35109.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,33531.828,31736.384
1005471,PA,611310.0,C,Other,29879.888,29849.2,14.0,16.688,,,,,,,,,,29879.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2022,28336.442,28067.792
1002140,LA,562212.0,HH,Waste,33411.75,0.0,33411.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33411.75,,,,N,N,N,2022,35371.5,37446.25
1005788,OK,325311.0,"C,G,PP,V","Chemicals,Suppliers of CO2",1303743.318,942378.3,184.25,361180.768,,,,,,,,,,391425.376,,,,551356.8,,,,,,,,,,,,,360961.142,,,,,,,,,,,,,,,,,,,,Y,Y,N,2022,1246631.364,1277183.674
